ds,claims,is_anomaly,anomaly_name,yhat,yhat_lower,yhat_upper,deviation,deviation_pct,flagged,flag_type,drug_key,state_key
2022-10-09,177,False,,169.43607034458427,153.6243915611996,186.38069208414998,0.04464179108989529,4.5,False,NORMAL,Brivaracetam,CA
2022-10-16,174,False,,170.44444035964628,153.7135018120117,187.45754677704764,0.02086051990227028,2.1,False,NORMAL,Brivaracetam,CA
2022-10-23,156,False,,168.1549358727979,150.94766464071128,184.6901006843147,-0.07228414562860402,-7.2,False,NORMAL,Brivaracetam,CA
2022-10-30,177,False,,169.56941595951483,153.31525270261463,186.63612507495878,0.04382030803396318,4.4,False,NORMAL,Brivaracetam,CA
2022-11-06,178,False,,175.282153009379,157.5158135202404,192.41864804201853,0.015505554581335991,1.6,False,NORMAL,Brivaracetam,CA
2022-11-13,171,False,,178.26499346901602,161.54902565156155,195.53402885169461,-0.04075389860701247,-4.1,False,NORMAL,Brivaracetam,CA
2022-11-20,179,False,,173.6328728637419,158.63648913634916,189.35015380066412,0.030910777710105242,3.1,False,NORMAL,Brivaracetam,CA
2022-11-27,164,False,,166.25056013649697,149.37780028017286,183.48488675969296,-0.013537158218590006,-1.4,False,NORMAL,Brivaracetam,CA
2022-12-04,168,False,,165.23583839634102,148.44876916416777,183.65437335664004,0.016728584007476347,1.7,False,NORMAL,Brivaracetam,CA
2022-12-11,164,False,,171.46411320515944,154.15171274258202,188.11708350440668,-0.0435316350788139,-4.4,False,NORMAL,Brivaracetam,CA
2022-12-18,184,False,,174.24236355496396,156.99062009456205,190.19869591134525,0.056000367797800446,5.6,False,NORMAL,Brivaracetam,CA
2022-12-25,158,False,,162.86050865764807,144.33301648541322,178.8979324559424,-0.029844611795149363,-3.0,False,NORMAL,Brivaracetam,CA
2022-01-02,103,False,,108.58139244247752,94.94774608597545,122.20091089190619,-0.051402844602811124,-5.1,False,NORMAL,Brivaracetam,FL
2022-01-09,125,False,,111.37596651163847,97.73707266455379,125.51934023810747,0.12232471614006475,12.2,False,NORMAL,Brivaracetam,FL
2022-01-16,103,False,,112.22779558422333,99.18583515332196,126.41489893227775,-0.08222379791197242,-8.2,False,NORMAL,Brivaracetam,FL
2022-01-23,108,False,,111.5345046006306,99.15029150947728,125.47621999438645,-0.03168978616336289,-3.2,False,NORMAL,Brivaracetam,FL
2022-01-30,114,False,,110.35204088300911,96.42222689117067,124.2372112225424,0.033057468514409376,3.3,False,NORMAL,Brivaracetam,FL
2022-02-06,119,False,,109.24676776024117,95.89457957702393,123.36140258307006,0.0892770783037151,8.9,False,NORMAL,Brivaracetam,FL
2022-02-13,93,False,,108.3684446348765,94.50673087203386,122.49031298905123,-0.1418166024866101,-14.2,False,NORMAL,Brivaracetam,FL
2022-02-20,113,False,,108.21203002891669,95.02195822431668,122.35538391498949,0.044246189354398585,4.4,False,NORMAL,Brivaracetam,FL
2022-02-27,116,False,,109.46394577091515,95.74857704769667,122.63834943865444,0.0597096531013365,6.0,False,NORMAL,Brivaracetam,FL
2022-03-06,104,False,,111.7479159021473,97.77056096027643,125.58985539891835,-0.0693338738319899,-6.9,False,NORMAL,Brivaracetam,FL
2022-03-13,118,False,,113.10232958538148,99.17605562365642,126.26042394971631,0.04330300209175835,4.3,False,NORMAL,Brivaracetam,FL
2022-03-20,108,False,,111.59669496589618,98.08610167141863,124.01670602475053,-0.032229403989027836,-3.2,False,NORMAL,Brivaracetam,FL
2022-03-27,108,False,,107.69039219632477,93.78456944238775,120.66134606273059,0.0028749807421149013,0.3,False,NORMAL,Brivaracetam,FL
2022-04-03,109,False,,104.32844946822433,91.00701345278448,117.36294197219289,0.04477734075017088,4.5,False,NORMAL,Brivaracetam,FL
2022-04-10,99,False,,103.97627727833498,90.7380161445718,117.55049547149869,-0.04785973693801267,-4.8,False,NORMAL,Brivaracetam,FL
2022-04-17,107,False,,105.64736598124635,91.9922529351516,119.62985236274262,0.012803291461083431,1.3,False,NORMAL,Brivaracetam,FL
2022-04-24,104,False,,105.64022980866527,92.8744805534037,118.89261971652245,-0.015526564185216548,-1.6,False,NORMAL,Brivaracetam,FL
2022-05-01,106,False,,101.70960487966302,88.8672497771347,115.09364466717552,0.04218279213072484,4.2,False,NORMAL,Brivaracetam,FL
2022-05-08,97,False,,96.09832740264531,82.55440475463182,108.82624120366368,0.009382812601688105,0.9,False,NORMAL,Brivaracetam,FL
2022-05-15,81,False,,93.60984928964193,79.46201130830823,107.49866085059405,-0.13470643725346995,-13.5,False,NORMAL,Brivaracetam,FL
2022-05-22,112,False,,96.40825795650987,83.02410831928242,110.17637728241375,0.16172620866693413,16.2,False,NORMAL,Brivaracetam,FL
2022-05-29,97,False,,101.29178169557093,86.68432654290974,115.36631761953336,-0.04237048281438804,-4.2,False,NORMAL,Brivaracetam,FL
2022-06-05,95,False,,102.78143070690652,88.85563277652808,116.22194486134943,-0.07570852685536354,-7.6,False,NORMAL,Brivaracetam,FL
2022-06-12,107,False,,98.874185855385,85.53713021318514,112.23810147469831,0.08218337348941568,8.2,False,NORMAL,Brivaracetam,FL
2022-06-19,93,False,,93.12519936389745,79.35131693477139,106.50552983277456,-0.0013444198214085984,-0.1,False,NORMAL,Brivaracetam,FL
2022-06-26,84,False,,90.70112680511338,77.07495449663878,104.0634272713776,-0.07388140634142146,-7.4,False,NORMAL,Brivaracetam,FL
2022-07-03,101,False,,92.79899755020746,80.04757714354264,106.78131430986336,0.08837382586331835,8.8,False,NORMAL,Brivaracetam,FL
2022-07-10,91,False,,95.64270101988171,81.88953102414237,109.05617665262301,-0.048542136204587236,-4.9,False,NORMAL,Brivaracetam,FL
2022-07-17,94,False,,95.05543041107195,80.55317633204538,108.64372230011519,-0.011103315260450573,-1.1,False,NORMAL,Brivaracetam,FL
2022-07-24,95,False,,91.33290360674903,78.10012372390844,104.77086101576502,0.04015087934837093,4.0,False,NORMAL,Brivaracetam,FL
2022-07-31,88,False,,88.92649484630984,75.45310501585313,102.38240232808066,-0.010418659229862617,-1.0,False,NORMAL,Brivaracetam,FL
2022-08-07,88,False,,91.3870475262821,78.16519146358999,104.37144942615357,-0.03706266498332839,-3.7,False,NORMAL,Brivaracetam,FL
2022-08-14,102,False,,97.27389992732385,83.31715935701891,110.3954780705027,0.048585489799495576,4.9,False,NORMAL,Brivaracetam,FL
2022-08-21,99,False,,101.49892815522676,88.19706939550886,114.63441595113011,-0.02462024181580562,-2.5,False,NORMAL,Brivaracetam,FL
2022-08-28,100,False,,100.54289314614769,86.95011040628125,113.40238564858562,-0.005399617309187125,-0.5,False,NORMAL,Brivaracetam,FL
2022-09-04,96,False,,95.99010805798211,80.92655879145315,109.30579236557644,0.00010305168124107321,0.0,False,NORMAL,Brivaracetam,FL
2022-09-11,98,False,,92.95304331543085,79.9603931217932,107.11372549284397,0.054295765954026846,5.4,False,NORMAL,Brivaracetam,FL
2022-09-18,87,False,,95.3491253321159,82.69685373500934,108.96869921858891,-0.08756373278763277,-8.8,False,NORMAL,Brivaracetam,FL
2022-09-25,107,False,,102.72772695744712,88.40686654567916,116.82754132491829,0.041588314752866916,4.2,False,NORMAL,Brivaracetam,FL
2022-10-02,112,False,,111.13450695435442,96.96564275785782,124.22926841406395,0.007787797591985154,0.8,False,NORMAL,Brivaracetam,FL
2022-10-09,119,False,,116.46666527530483,103.40946958625788,130.02143190155059,0.021751586333367143,2.2,False,NORMAL,Brivaracetam,FL
2022-10-16,106,False,,117.14736815882848,104.66017165961048,129.92399800625137,-0.0951567955305225,-9.5,False,NORMAL,Brivaracetam,FL
2022-10-23,127,False,,114.48434280330912,99.86506976714831,127.82322139475971,0.10932199888847265,10.9,False,NORMAL,Brivaracetam,FL
2022-10-30,107,False,,111.27686806561942,97.0118695995951,124.79200369178913,-0.0384344755560282,-3.8,False,NORMAL,Brivaracetam,FL
2022-11-06,107,False,,109.98382672849714,96.03720907398403,123.75988898820188,-0.02712968640255556,-2.7,False,NORMAL,Brivaracetam,FL
2022-11-13,111,False,,111.3621637898679,97.79562082582561,124.5520542978885,-0.0032521260142832973,-0.3,False,NORMAL,Brivaracetam,FL
2022-11-20,125,False,,114.14118115454801,99.89175678853982,128.11547958993546,0.09513497876589407,9.5,False,NORMAL,Brivaracetam,FL
2022-11-27,100,False,,116.06454145009626,101.9828981891683,128.8255976830941,-0.13841041587196082,-13.8,False,NORMAL,Brivaracetam,FL
2022-12-04,125,False,,115.8076285642332,103.17299380916438,129.02385847331567,0.07937621683245343,7.9,False,NORMAL,Brivaracetam,FL
2022-12-11,115,False,,114.23343408898214,99.25731867226443,127.62067112549784,0.006710521461000176,0.7,False,NORMAL,Brivaracetam,FL
2022-12-18,111,False,,113.65370140158261,100.34418098577281,127.28675030585923,-0.02334900992098843,-2.3,False,NORMAL,Brivaracetam,FL
2022-12-25,116,False,,115.61540993702113,101.958534279277,129.66700423872493,0.003326460228687246,0.3,False,NORMAL,Brivaracetam,FL
2022-01-02,169,False,,167.69833319635848,150.65525365740322,185.8196684169391,0.007761954330919905,0.8,False,NORMAL,Brivaracetam,TX
2022-01-09,155,False,,159.0374517723359,141.60619182684133,177.14510193798145,-0.025386798690132283,-2.5,False,NORMAL,Brivaracetam,TX
2022-01-16,160,False,,152.99241542123832,136.18275610260355,169.90647969181032,0.045803476985885216,4.6,False,NORMAL,Brivaracetam,TX
2022-01-23,147,False,,152.2607031712957,135.19100983820167,169.29723990358994,-0.03455062968793277,-3.5,False,NORMAL,Brivaracetam,TX
2022-01-30,148,False,,156.09660964774952,138.7266593379652,172.5761028469584,-0.05186922166996756,-5.2,False,NORMAL,Brivaracetam,TX
2022-02-06,180,False,,159.29804300883544,143.49481331381543,177.55128048454856,0.12995738428510598,13.0,False,NORMAL,Brivaracetam,TX
2022-02-13,145,False,,155.8882141634752,137.7412216058483,172.8225493169263,-0.06984629480748981,-7.0,False,NORMAL,Brivaracetam,TX
2022-02-20,136,False,,145.28110133646436,127.7824052196857,160.84144379185167,-0.06388374847854268,-6.4,False,NORMAL,Brivaracetam,TX
2022-02-27,145,False,,134.39572202599103,117.0972163767669,151.4453126139514,0.07890338929060692,7.9,False,NORMAL,Brivaracetam,TX
2022-03-06,129,False,,132.00381412270988,115.64734861142334,149.47693820080713,-0.022755510078803914,-2.3,False,NORMAL,Brivaracetam,TX
2022-03-13,152,False,,139.99254799463372,122.77375283134248,157.75622802352464,0.08577207985261152,8.6,False,NORMAL,Brivaracetam,TX
2022-03-20,129,False,,150.76793238094086,133.21739553817127,168.16940837612293,-0.14438038671207928,-14.4,False,NORMAL,Brivaracetam,TX
2022-03-27,164,False,,154.3259395064514,136.99240722455332,171.0898218687511,0.06268590053290554,6.3,False,NORMAL,Brivaracetam,TX
2022-04-03,153,False,,147.98787910539892,130.18815984647955,165.12137805496994,0.03386845547689337,3.4,False,NORMAL,Brivaracetam,TX
2022-04-10,135,False,,138.442920339324,121.546017699133,154.62593852058188,-0.024868879758425947,-2.5,False,NORMAL,Brivaracetam,TX
2022-04-17,134,False,,134.0325169687373,117.03681203585037,151.08795204196562,-0.00024260507429612916,-0.0,False,NORMAL,Brivaracetam,TX
2022-04-24,137,False,,136.02592193289385,118.68680343511991,153.56084317457518,0.007160973829581497,0.7,False,NORMAL,Brivaracetam,TX
2022-05-01,128,False,,138.4857767909967,121.17135253546626,154.94748869457283,-0.07571735548569646,-7.6,False,NORMAL,Brivaracetam,TX
2022-05-08,152,False,,136.1990037229163,118.49209148901997,153.78348131029517,0.11601403714545003,11.6,False,NORMAL,Brivaracetam,TX
2022-05-15,127,False,,130.96792119544872,113.30052396971492,148.05667601311976,-0.030296893767804676,-3.0,False,NORMAL,Brivaracetam,TX
2022-05-22,126,False,,129.03596950152252,112.77992609404934,146.72891307877478,-0.023528086883453793,-2.4,False,NORMAL,Brivaracetam,TX
2022-05-29,128,False,,133.2767930609476,114.89879380954356,150.41249976821965,-0.03959273733825899,-4.0,False,NORMAL,Brivaracetam,TX
2022-06-05,143,False,,139.8167650426591,123.02544274696571,156.71036360543832,0.022767190732596754,2.3,False,NORMAL,Brivaracetam,TX
2022-06-12,156,False,,142.93333760139927,126.10779125912632,159.9040966170671,0.0914178778574384,9.1,False,NORMAL,Brivaracetam,TX
2022-06-19,127,False,,141.8473426035636,123.87570477947378,159.18657459579663,-0.10467127780503506,-10.5,False,NORMAL,Brivaracetam,TX
2022-06-26,143,False,,140.99961453133506,123.38290823063899,159.00867349515153,0.014187169768612303,1.4,False,NORMAL,Brivaracetam,TX
2022-07-03,145,False,,143.79639628994633,127.53819617965583,160.4658633996716,0.008370193837311217,0.8,False,NORMAL,Brivaracetam,TX
2022-07-10,151,False,,147.9813689885548,130.47646703907017,164.21155664672554,0.0203987233803646,2.0,False,NORMAL,Brivaracetam,TX
2022-07-17,148,False,,148.59571237301773,131.52348314434295,166.32543063371207,-0.004008947253621454,-0.4,False,NORMAL,Brivaracetam,TX
2022-07-24,142,False,,144.79643875915104,125.86708067306226,161.74437897880708,-0.01931289735517968,-1.9,False,NORMAL,Brivaracetam,TX
2022-07-31,146,False,,141.77961660345113,123.75880854664037,159.21829243070258,0.029767208415812135,3.0,False,NORMAL,Brivaracetam,TX
2022-08-07,135,False,,144.98853826222683,128.59990640529074,162.53574534951213,-0.06889191643660492,-6.9,False,NORMAL,Brivaracetam,TX
2022-08-14,164,False,,153.3689648826092,134.76744838029782,169.63266226217843,0.06931672992334502,6.9,False,NORMAL,Brivaracetam,TX
2022-08-21,162,False,,159.87159921961455,142.5686312728671,176.63151143887936,0.013313188776335926,1.3,False,NORMAL,Brivaracetam,TX
2022-08-28,148,False,,158.9099206904625,141.6334583814854,175.36008910552385,-0.06865474882284871,-6.9,False,NORMAL,Brivaracetam,TX
2022-09-04,158,False,,152.31626173548833,136.10820036418957,170.80460936465147,0.03731537394465488,3.7,False,NORMAL,Brivaracetam,TX
2022-09-11,145,False,,147.18105917046748,130.8026663876402,165.62595915240368,-0.014818884867116902,-1.5,False,NORMAL,Brivaracetam,TX
2022-09-18,154,False,,148.34602348119907,129.72926157649488,165.03572759052255,0.03811343496859893,3.8,False,NORMAL,Brivaracetam,TX
2022-09-25,150,False,,154.04238269133373,136.69061250763383,171.05627089184514,-0.026242016130286386,-2.6,False,NORMAL,Brivaracetam,TX
2022-10-02,158,False,,158.91673898729172,142.43958139935913,175.13441151507593,-0.005768674798726096,-0.6,False,NORMAL,Brivaracetam,TX
2022-10-09,161,False,,160.13965563402235,143.01722255565846,177.05989489652802,0.005372462945367227,0.5,False,NORMAL,Brivaracetam,TX
2022-10-16,159,False,,159.55979228828264,142.56104388722963,176.63454158217286,-0.0035083543307153414,-0.4,False,NORMAL,Brivaracetam,TX
2022-10-23,161,False,,160.34753839072178,143.97362852406607,177.7596914790872,0.004069046621023607,0.4,False,NORMAL,Brivaracetam,TX
2022-10-30,169,False,,162.95305960136545,144.7826913958358,180.21611314111976,0.03710848027908938,3.7,False,NORMAL,Brivaracetam,TX
2022-11-06,15,True,Distribution disruption — Brivaracetam Texas,165.08017721341085,149.19865889607087,183.49127274337644,-0.9091350624090472,-90.9,True,DROP,Brivaracetam,TX
2022-11-13,17,True,Distribution disruption — Brivaracetam Texas,164.91021586140263,147.42168848079777,181.4549996860175,-0.8969136028886925,-89.7,True,DROP,Brivaracetam,TX
2022-11-20,157,False,,163.20368527327605,146.06480663134226,179.0669724000692,-0.03801191905004047,-3.8,False,NORMAL,Brivaracetam,TX
2022-11-27,177,False,,162.03393171676973,144.32925864103586,179.2455566319224,0.09236379148899808,9.2,False,NORMAL,Brivaracetam,TX
2022-12-04,142,False,,162.2208627429139,144.41846915066384,180.5120387611558,-0.12465019850720274,-12.5,False,NORMAL,Brivaracetam,TX
2022-12-11,176,False,,162.546649447189,145.90727847442113,178.8752537912332,0.08276608960298479,8.3,False,NORMAL,Brivaracetam,TX
2022-12-18,156,False,,161.10355494798603,143.61463978045393,178.46386229624105,-0.0316787233505416,-3.2,False,NORMAL,Brivaracetam,TX
2022-12-25,158,False,,156.82474120325537,139.66082498890052,173.6661418906619,0.00749409045873326,0.7,False,NORMAL,Brivaracetam,TX
2022-01-02,5316,False,,5272.721130703999,4817.688171894972,5781.220456268867,0.008208070979513893,0.8,False,NORMAL,Lamotrigine,CA
2022-01-09,4555,False,,4654.318042397858,4164.644500121928,5131.701135433786,-0.021338903249226746,-2.1,False,NORMAL,Lamotrigine,CA
2022-01-16,4548,False,,4560.42420530293,4092.431797504775,5066.994816074883,-0.0027243529863917376,-0.3,False,NORMAL,Lamotrigine,CA
2022-01-23,4739,False,,4640.698239471242,4123.980900557507,5119.158438090262,0.021182536647752,2.1,False,NORMAL,Lamotrigine,CA
2022-01-30,4551,False,,4592.397179764633,4077.9592827741812,5110.787306599288,-0.009014285599477347,-0.9,False,NORMAL,Lamotrigine,CA
2022-02-06,4723,False,,4470.606468543342,3970.3204057813223,4944.42945446005,0.056456217569714945,5.6,False,NORMAL,Lamotrigine,CA
2022-02-13,3978,False,,4510.49548233438,3959.2100776547873,5013.158586880782,-0.11805698163758936,-11.8,False,NORMAL,Lamotrigine,CA
2022-02-20,5042,False,,4746.067236854645,4274.5090299674375,5248.7028970293895,0.0623532597362608,6.2,False,NORMAL,Lamotrigine,CA
2022-02-27,4974,False,,4923.234476681877,4406.406172836776,5421.7286411222685,0.010311416926934108,1.0,False,NORMAL,Lamotrigine,CA
2022-03-06,4976,False,,4802.592610475386,4311.677374399152,5277.945872041953,0.03610703709208619,3.6,False,NORMAL,Lamotrigine,CA
2022-03-13,4059,False,,4459.127090914833,3944.637353571562,4951.279988994201,-0.08973215671068559,-9.0,False,NORMAL,Lamotrigine,CA
2022-03-20,4240,False,,4207.615345223486,3707.5223863434585,4724.170848001406,0.0076966766492278195,0.8,False,NORMAL,Lamotrigine,CA
2022-03-27,4400,False,,4252.955825672009,3741.282132941296,4751.522288408108,0.03457458303243869,3.5,False,NORMAL,Lamotrigine,CA
2022-04-03,4799,False,,4485.984484562782,3981.4102045599234,4993.728520419036,0.0697763259133798,7.0,False,NORMAL,Lamotrigine,CA
2022-04-10,4194,False,,4642.914053487466,4179.502099727737,5133.519535118194,-0.09668799558119535,-9.7,False,NORMAL,Lamotrigine,CA
2022-04-17,4458,False,,4605.174446396449,4123.612058773271,5077.8359225456115,-0.03195849540761975,-3.2,False,NORMAL,Lamotrigine,CA
2022-04-24,4956,False,,4483.548176343254,4032.754059423019,4954.450297060665,0.10537453933238951,10.5,False,NORMAL,Lamotrigine,CA
2022-05-01,4293,False,,4431.370597287993,3931.701919234093,4892.101513868468,-0.031225237034491416,-3.1,False,NORMAL,Lamotrigine,CA
2022-05-08,4346,False,,4456.157720354091,3971.676570521631,4954.521083474534,-0.024720336951030934,-2.5,False,NORMAL,Lamotrigine,CA
2022-05-15,4490,False,,4453.584916085261,3963.5029664230815,4953.3125015445,0.008176577880712754,0.8,False,NORMAL,Lamotrigine,CA
2022-05-22,4248,False,,4376.290283212748,3902.7709978216294,4905.859305422772,-0.029314847715852875,-2.9,False,NORMAL,Lamotrigine,CA
2022-05-29,4652,False,,4294.138558900414,3808.437069281234,4828.898503002257,0.08333719003031483,8.3,False,NORMAL,Lamotrigine,CA
2022-06-05,3967,False,,4280.532277421954,3745.9687459599686,4743.830664241336,-0.0732460958361902,-7.3,False,NORMAL,Lamotrigine,CA
2022-06-12,4347,False,,4302.826166417846,3784.6959584205324,4820.512463317951,0.010266237090151608,1.0,False,NORMAL,Lamotrigine,CA
2022-06-19,4362,False,,4274.856109768803,3813.3373765363367,4786.203231181032,0.020385221863270984,2.0,False,NORMAL,Lamotrigine,CA
2022-06-26,4230,False,,4191.900882096473,3626.9844870073402,4688.947890673965,0.009088744933413825,0.9,False,NORMAL,Lamotrigine,CA
2022-07-03,3902,False,,4149.725527203757,3645.003934958117,4670.600870213999,-0.05969684635279582,-6.0,False,NORMAL,Lamotrigine,CA
2022-07-10,4500,False,,4211.75684376306,3688.6475332499813,4695.204476373065,0.06843774864728536,6.8,False,NORMAL,Lamotrigine,CA
2022-07-17,4147,False,,4305.241172725456,3815.9210241221685,4793.066539682765,-0.03675547231312951,-3.7,False,NORMAL,Lamotrigine,CA
2022-07-24,4432,False,,4297.5273236733065,3808.343159835054,4786.310721095201,0.03129070886552344,3.1,False,NORMAL,Lamotrigine,CA
2022-07-31,3880,False,,4162.588003998548,3656.1632022099375,4678.68774651158,-0.06788757468360933,-6.8,False,NORMAL,Lamotrigine,CA
2022-08-07,4373,False,,4020.550619148787,3549.6513625022753,4491.032408411741,0.08766196828180513,8.8,False,NORMAL,Lamotrigine,CA
2022-08-14,3733,False,,3995.687858300121,3516.8471955234395,4494.3836672501975,-0.06574283768299059,-6.6,False,NORMAL,Lamotrigine,CA
2022-08-21,4146,False,,4077.5103177209153,3618.260854838185,4585.63971222629,0.01679693659668441,1.7,False,NORMAL,Lamotrigine,CA
2022-08-28,4453,False,,4164.207124972034,3703.550476516298,4666.618291612579,0.06935122734316575,6.9,False,NORMAL,Lamotrigine,CA
2022-09-04,3626,False,,4220.999720190175,3707.722792403123,4707.520497616497,-0.14096180043417955,-14.1,False,NORMAL,Lamotrigine,CA
2022-09-11,4768,False,,4328.41361704898,3828.7237685580444,4829.507824720632,0.10155831254655384,10.2,False,NORMAL,Lamotrigine,CA
2022-09-18,4497,False,,4545.443636318016,4051.4513775612013,4999.492395924545,-0.010657625568371786,-1.1,False,NORMAL,Lamotrigine,CA
2022-09-25,4739,False,,4775.837130486286,4291.1068148086215,5300.019976238146,-0.007713230053667042,-0.8,False,NORMAL,Lamotrigine,CA
2022-10-02,4834,False,,4842.606585899218,4360.485747737749,5354.97460713675,-0.001777263080647241,-0.2,False,NORMAL,Lamotrigine,CA
2022-10-09,4553,False,,4703.527035983259,4261.3912688967275,5153.860758836586,-0.03200301280968231,-3.2,False,NORMAL,Lamotrigine,CA
2022-10-16,4693,False,,4530.38470612728,3998.854646497683,5078.462793593879,0.03589436756944398,3.6,False,NORMAL,Lamotrigine,CA
2022-10-23,4636,False,,4522.485534969329,4044.973335946201,5020.207774338476,0.025100017269915034,2.5,False,NORMAL,Lamotrigine,CA
2022-10-30,4516,False,,4666.239777529859,4152.637471372405,5176.559178580752,-0.03219718331949719,-3.2,False,NORMAL,Lamotrigine,CA
2022-11-06,4689,False,,4748.620921362077,4258.074639597246,5234.025029893699,-0.012555418162327305,-1.3,False,NORMAL,Lamotrigine,CA
2022-11-13,4678,False,,4631.599414003158,4133.214999046077,5114.580112285002,0.010018264070194552,1.0,False,NORMAL,Lamotrigine,CA
2022-11-20,4383,False,,4454.7702090705925,3970.8262696219294,4924.936197469594,-0.01611086671192543,-1.6,False,NORMAL,Lamotrigine,CA
2022-11-27,4954,False,,4491.83731723862,4029.674627590431,4994.095112253106,0.10288945260499703,10.3,False,NORMAL,Lamotrigine,CA
2022-12-04,4240,False,,4801.811998398375,4294.220447785699,5243.775966011994,-0.11699999887246008,-11.7,False,NORMAL,Lamotrigine,CA
2022-12-11,5144,False,,5089.763241501049,4596.712942056994,5583.02237475132,0.010656047428044093,1.1,False,NORMAL,Lamotrigine,CA
2022-12-18,5242,False,,4973.2649195817385,4464.139743164584,5516.510214375197,0.0540359471622241,5.4,False,NORMAL,Lamotrigine,CA
2022-12-25,4271,False,,4379.753725011801,3899.539322349843,4911.31462703071,-0.02483101376014199,-2.5,False,NORMAL,Lamotrigine,CA
2022-01-02,4618,False,,4719.014015714069,4108.560191741027,5293.13392208371,-0.021405746068500164,-2.1,False,NORMAL,Lamotrigine,FL
2022-01-09,4714,False,,4761.497915714368,4179.116096263555,5401.656165156292,-0.009975414576495069,-1.0,False,NORMAL,Lamotrigine,FL
2022-01-16,5138,False,,4827.677767605908,4228.306921798599,5423.943877158024,0.06427981471265087,6.4,False,NORMAL,Lamotrigine,FL
2022-01-23,4907,False,,4890.023648567621,4290.617751472667,5523.4528216387125,0.0034716297205129604,0.3,False,NORMAL,Lamotrigine,FL
2022-01-30,4553,False,,4934.828409353593,4366.701623532623,5523.035072759374,-0.07737420183240136,-7.7,False,NORMAL,Lamotrigine,FL
2022-02-06,5107,False,,4925.972207195774,4332.126951111478,5501.589583532039,0.03674965777106574,3.7,False,NORMAL,Lamotrigine,FL
2022-02-13,4607,False,,4812.744463907608,4182.121106227511,5421.023464109401,-0.04274992479874122,-4.3,False,NORMAL,Lamotrigine,FL
2022-02-20,5150,False,,4597.831929739398,4012.891586665042,5217.101296727053,0.1200931392661624,12.0,False,NORMAL,Lamotrigine,FL
2022-02-27,4293,False,,4377.263213188583,3778.3148737257334,4948.125358465912,-0.01925020477057447,-1.9,False,NORMAL,Lamotrigine,FL
2022-03-06,3524,False,,4272.275600003353,3632.3671903857025,4826.917072167778,-0.1751468468005121,-17.5,False,NORMAL,Lamotrigine,FL
2022-03-13,4805,False,,4304.090175922908,3789.2233548515624,4901.730984578983,0.1163799557172809,11.6,False,NORMAL,Lamotrigine,FL
2022-03-20,4451,False,,4355.623547567435,3789.266260072189,4921.389455993802,0.021897313069177395,2.2,False,NORMAL,Lamotrigine,FL
2022-03-27,4493,False,,4285.42966573121,3686.590850620934,4870.193546465779,0.04843629471477352,4.8,False,NORMAL,Lamotrigine,FL
2022-04-03,3740,False,,4083.210902573565,3511.0981580625794,4699.983633842599,-0.0840541698096579,-8.4,False,NORMAL,Lamotrigine,FL
2022-04-10,3459,False,,3892.27471630341,3338.5728744646426,4507.537662173071,-0.1113165816607369,-11.1,False,NORMAL,Lamotrigine,FL
2022-04-17,4509,False,,3863.316059586006,3300.2208993184577,4432.022127310032,0.16713205196138828,16.7,False,NORMAL,Lamotrigine,FL
2022-04-24,4060,False,,3995.4048892019878,3434.1520319450956,4604.42637390946,0.016167350391092395,1.6,False,NORMAL,Lamotrigine,FL
2022-05-01,3996,False,,4140.478768975375,3553.184683868872,4769.802661044755,-0.03489421804501326,-3.5,False,NORMAL,Lamotrigine,FL
2022-05-08,3817,False,,4166.33631167226,3534.187138208224,4737.975280762133,-0.08384736265614758,-8.4,False,NORMAL,Lamotrigine,FL
2022-05-15,4257,False,,4095.239001439868,3489.5917921771697,4697.615607764085,0.03949976997759047,3.9,False,NORMAL,Lamotrigine,FL
2022-05-22,4256,False,,4064.519639445019,3480.6158398965317,4610.482322542652,0.047110206750317546,4.7,False,NORMAL,Lamotrigine,FL
2022-05-29,4311,False,,4157.226457696912,3570.7179728492274,4766.51207730979,0.0369894553178318,3.7,False,NORMAL,Lamotrigine,FL
2022-06-05,3925,False,,4294.28054529602,3668.983736239386,4877.64866026561,-0.08599357713145504,-8.6,False,NORMAL,Lamotrigine,FL
2022-06-12,4409,False,,4306.956884218104,3713.7874365210314,4882.792696997461,0.023692625332705386,2.4,False,NORMAL,Lamotrigine,FL
2022-06-19,3926,False,,4109.88240834437,3470.340555082382,4707.5869954398695,-0.044741525443898304,-4.5,False,NORMAL,Lamotrigine,FL
2022-06-26,4193,False,,3793.3444973001906,3184.934544679005,4422.368616309445,0.10535702807489626,10.5,False,NORMAL,Lamotrigine,FL
2022-07-03,3544,False,,3548.9153628260583,2964.5846215928486,4156.189585615826,-0.0013850324179453288,-0.1,False,NORMAL,Lamotrigine,FL
2022-07-10,3213,False,,3513.306990701761,2872.7858040592655,4137.27278734943,-0.08547701396335329,-8.5,False,NORMAL,Lamotrigine,FL
2022-07-17,3687,False,,3677.80865519232,3074.946121520343,4280.523402539643,0.0024991362165357575,0.2,False,NORMAL,Lamotrigine,FL
2022-07-24,4011,False,,3922.816389352152,3376.627929308222,4505.217913277369,0.022479668150466644,2.2,False,NORMAL,Lamotrigine,FL
2022-07-31,4202,False,,4117.694660013683,3508.639736413165,4658.216586722263,0.02047391731227524,2.0,False,NORMAL,Lamotrigine,FL
